"id";"card_number";"transaction_date";"value";"segment"
CTID21360461;"9018-5320-5729-5393";2016-06-08;14548;SEG15
CTID17357378;"3623-4506-7311-5151";2016-10-08;20194;SEG24
CTID88613283;"3140-6494-9869-5893";2016-08-03;43077;SEG24
CTID55585463;"8711-5325-4752-4743";2016-12-14;28868;SEG12
CTID47131113;"1290-5480-3763-3387";2016-05-14;44854;SEG16
CTID22437620;"4806-6889-9908-7496";2016-01-18;12839;SEG24
CTID56125220;"1585-2708-4693-1454";2016-08-03;7358;SEG19
CTID96027891;"8836-7078-5752-6312";2016-12-16;18256;SEG22
CTID50786725;"6429-7684-3108-1910";2016-11-09;29252;SEG12
CTID21920958;"6399-9536-6027-1857";2016-10-29;17762;SEG17
CTID60274002;"1466-1600-9312-7604";2016-10-12;7715;SEG17
CTID30115440;"7752-7762-8832-3142";2016-02-18;25186;SEG19
CTID14898830;"6570-8163-4369-9734";2016-03-14;25935;SEG12
CTID35289230;"4933-8895-6001-8577";2016-06-10;38707;SEG25
CTID53108069;"5731-9804-7859-1641";2016-05-15;31216;SEG21
CTID59901157;"9961-2869-2603-3317";2016-07-26;43514;SEG21
CTID78923301;"6479-5593-2105-9060";2016-12-03;16200;SEG14
CTID93985407;"3430-7717-8611-4878";2016-02-09;20568;SEG16
CTID25020485;"4864-7119-5608-7611";2016-09-26;43804;SEG21
CTID71619567;"7966-2894-6066-2530";2016-04-10;25867;SEG23
CTID23139088;"7234-6377-8525-5139";2016-08-15;49088;SEG19
CTID91265914;"3114-9778-2542-3154";2016-09-07;31427;SEG13
CTID33373988;"4427-5380-8182-9668";2016-11-05;5773;SEG15
CTID32644219;"9546-5205-4705-9447";2016-06-29;2545;SEG23
CTID73291315;"5254-4916-6547-4795";2016-01-18;18741;SEG13
CTID76254529;"5957-5032-1448-8189";2016-10-25;40139;SEG22
CTID24852511;"2201-1387-2319-6874";2016-09-30;34612;SEG11
CTID68415726;"8839-9467-3960-3997";2016-05-09;13052;SEG17
CTID58049055;"7586-6475-9618-3909";2016-10-19;19874;SEG18
CTID19578269;"5991-4421-8476-3804";2016-09-11;37620;SEG15
CTID26434613;"4963-4850-8565-5494";2016-08-29;10039;SEG12
CTID37277473;"2764-7023-8396-5255";2016-03-25;36554;SEG22
CTID66890391;"9132-7052-6630-5540";2016-06-07;22380;SEG18
CTID52036039;"9376-8684-9599-2988";2016-08-30;31611;SEG25
CTID66771108;"4375-1627-3683-5900";2016-04-01;459;SEG21
CTID83698546;"2649-6876-7496-4123";2016-09-21;18237;SEG23
CTID69752137;"3594-2190-6052-1265";2016-10-05;34693;SEG13
CTID74175074;"8135-1903-7706-2260";2016-12-28;3351;SEG23
CTID37492520;"9558-5469-2562-5608";2016-03-22;12117;SEG21
CTID33338717;"5978-8449-1139-4565";2016-08-10;32490;SEG14
CTID39537691;"4806-6889-9908-7496";2016-11-25;10733;SEG22
CTID76935029;"5811-4353-3490-5513";2016-10-28;33232;SEG21
CTID24706455;"6085-9783-3284-2783";2016-06-27;30150;SEG15
CTID91858802;"5002-6349-2806-2942";2016-02-01;13419;SEG11
CTID60894554;"1466-1600-9312-7604";2016-04-10;9087;SEG25
CTID34566692;"9961-2869-2603-3317";2016-03-28;47249;SEG23
CTID95529074;"2046-1892-2379-9050";2016-11-09;18131;SEG23
CTID96160891;"5811-4353-3490-5513";2016-04-25;41820;SEG17
CTID81605676;"7811-4511-7664-6960";2016-12-07;39941;SEG21
CTID76520897;"8376-2481-1705-6329";2016-09-12;1925;SEG15
CTID37329113;"2830-1922-3225-5423";2016-10-21;40367;SEG12
CTID36672370;"2219-4852-5937-6242";2016-04-30;524;SEG24
CTID62150509;"4587-3535-8224-4301";2016-09-28;13880;SEG20
CTID93702058;"2570-5181-2062-7588";2016-01-03;34906;SEG25
CTID32780278;"5088-4839-2639-6414";2016-02-20;5514;SEG12
CTID45237413;"7334-1842-5941-2149";2016-08-19;37863;SEG25
CTID59867270;"4220-2591-3295-3300";2016-01-13;28614;SEG15
CTID16091541;"3146-4961-6964-4229";2016-06-26;27746;SEG13
CTID39454519;"5689-2440-9593-1931";2016-10-30;8889;SEG16
CTID29584096;"1410-9622-6092-3445";2016-04-25;47590;SEG24
CTID88789996;"3708-8801-1521-8042";2016-09-05;1947;SEG11
CTID15099845;"6531-1690-4324-2760";2016-05-07;21924;SEG17
CTID45605812;"8106-9789-1679-2552";2016-06-14;4822;SEG12
CTID25899930;"6262-7793-5307-8561";2016-08-30;27326;SEG18
CTID46115944;"4314-6417-5269-5130";2016-02-28;34813;SEG14
CTID43143461;"1652-7516-1273-1992";2016-01-21;49510;SEG14
CTID14850092;"8528-6154-7390-5081";2016-08-07;27652;SEG25
CTID71262842;"6258-3903-6637-5620";2016-10-31;22209;SEG25
CTID85220653;"5747-7372-2770-2325";2016-09-29;27759;SEG13
CTID61003110;"5814-6146-3149-1775";2016-08-02;19911;SEG25
CTID50409721;"8883-9569-6241-3952";2016-06-16;29424;SEG23
CTID20848600;"4294-8894-4829-7801";2016-03-22;21266;SEG15
CTID41883320;"1693-2036-4352-9386";2016-05-01;45148;SEG16
CTID93651917;"8904-2491-3727-6958";2016-09-13;45711;SEG16
CTID59599260;"6835-6133-8935-6988";2016-06-24;27113;SEG23
CTID59397393;"9207-1270-6690-4905";2016-06-17;19578;SEG14
CTID97654389;"9542-6082-9630-9970";2016-01-24;11030;SEG14
CTID82596810;"8673-7935-5776-9119";2016-02-24;5905;SEG15
CTID17511868;"9322-7578-8781-2684";2016-01-16;39181;SEG11
CTID44573061;"2463-9055-1240-3878";2016-04-16;48375;SEG20
CTID22959519;"5674-3252-5805-3288";2016-05-09;5828;SEG22
CTID84666275;"7377-5503-9688-7953";2016-06-07;30472;SEG11
CTID83475199;"6197-7150-9163-8287";2016-06-06;35987;SEG21
CTID87017379;"5283-6135-5709-4452";2016-07-28;25350;SEG15
CTID80092585;"3698-9867-4865-5497";2016-02-16;49866;SEG17
CTID60848115;"4046-1968-8375-3680";2016-11-30;42818;SEG11
CTID29838452;"7837-4036-5999-1672";2016-03-23;41009;SEG25
CTID21311771;"5984-2442-3351-3695";2016-12-24;31228;SEG18
CTID48536645;"8159-1257-4706-7544";2016-08-28;43226;SEG14
CTID84443844;"5341-5445-8369-7039";2016-09-25;3898;SEG24
CTID55754019;"4040-7464-4000-3447";2016-05-24;4449;SEG20
CTID81535263;"9376-8684-9599-2988";2016-04-05;8882;SEG23
CTID46646188;"5580-3409-5276-9882";2016-02-28;26125;SEG18
CTID42105257;"6228-9033-3508-8121";2016-05-14;17886;SEG22
CTID84117906;"4959-5036-1379-1303";2016-07-25;37010;SEG23
CTID86864178;"2357-9896-6403-5970";2016-09-01;38397;SEG18
CTID71544099;"9304-8255-4381-2028";2016-09-25;10265;SEG25
CTID42751832;"3573-2839-9869-7747";2016-04-19;983;SEG20
CTID87028010;"1235-8656-9164-2644";2016-07-29;2566;SEG24
CTID78967117;"5786-9833-8038-2159";2016-06-13;36356;SEG24
CTID55718411;"4864-7119-5608-7611";2016-01-03;29685;SEG24
CTID57891504;"5592-8244-5701-5100";2016-08-01;20932;SEG25
CTID58765196;"5962-5634-2696-2739";2016-05-10;21793;SEG25
CTID91154404;"3620-5235-2101-3391";2016-07-29;34611;SEG15
CTID72986054;"8522-7783-9262-6673";2016-02-26;41071;SEG18
CTID57199147;"5160-8427-6529-3274";2016-01-20;525;SEG18
CTID55326266;"8031-9022-9952-9605";2016-12-13;1585;SEG25
CTID34256159;"9546-5205-4705-9447";2016-08-16;16478;SEG18
CTID85967811;"3167-9604-1650-2605";2016-09-23;22843;SEG12
CTID72305525;"5145-7864-6575-8768";2016-08-19;2880;SEG13
CTID58279076;"1750-2387-4085-7042";2016-08-30;8120;SEG25
CTID27449493;"4937-6752-6970-3163";2016-04-01;24796;SEG12
CTID28495966;"5786-9833-8038-2159";2016-06-30;46642;SEG11
CTID72064378;"7362-1637-8977-1963";2016-08-31;19658;SEG17
CTID25092682;"7708-8807-7837-8812";2016-10-24;23021;SEG18
CTID33939677;"9991-4727-7710-2269";2016-02-01;10007;SEG15
CTID59774680;"9027-9319-4091-7718";2016-01-27;18916;SEG18
CTID24913963;"2649-6876-7496-4123";2016-04-13;9372;SEG25
CTID12889236;"2046-1892-2379-9050";2016-06-20;36761;SEG18
CTID25249881;"2724-3903-7331-7820";2016-12-23;16598;SEG21
CTID15305684;"2342-6589-6557-6739";2016-10-13;25299;SEG12
CTID73836820;"1693-2036-4352-9386";2016-05-23;23614;SEG15
CTID90516452;"8499-3007-6025-2772";2016-02-22;26821;SEG22
CTID55570546;"5864-4475-3659-1440";2016-02-15;25725;SEG12
CTID36599034;"6075-5795-3555-1281";2016-07-26;15889;SEG19
CTID85226773;"2357-9896-6403-5970";2016-01-04;33685;SEG12
CTID63742407;"8477-4051-5606-6540";2016-09-25;18691;SEG19
CTID17699604;"5018-8635-8433-6614";2016-04-27;47052;SEG24
CTID13797515;"3573-2839-9869-7747";2016-02-24;47222;SEG11
CTID58449587;"7430-6895-6227-4665";2016-05-02;22128;SEG20
CTID72314065;"9604-6821-2861-8084";2016-07-09;24188;SEG22
CTID70515171;"9497-8994-1281-9719";2016-08-25;46154;SEG16
CTID25317709;"9162-3465-6654-4891";2016-01-19;49028;SEG16
CTID80467430;"6025-2610-4001-6680";2016-09-17;5054;SEG23
CTID72490405;"5283-6135-5709-4452";2016-04-11;501;SEG22
CTID13384683;"4144-3271-6301-9342";2016-02-19;18468;SEG22
CTID78435411;"8711-5325-4752-4743";2016-10-15;19991;SEG18
CTID34012146;"6045-2636-8278-8875";2016-10-11;41482;SEG25
CTID89703664;"9540-8558-5897-5046";2016-08-01;31855;SEG15
CTID45637458;"9517-7826-1862-6726";2016-02-14;16004;SEG16
CTID63790372;"2535-9251-5633-3656";2016-01-18;41176;SEG15
CTID51394700;"6547-1222-2350-2503";2016-04-27;9688;SEG25
CTID89228305;"4933-8895-6001-8577";2016-01-27;7176;SEG19
CTID60068487;"5805-3882-2982-9418";2016-12-11;47429;SEG23
CTID94685428;"5145-7864-6575-8768";2016-01-29;42886;SEG19
CTID16264668;"8106-9789-1679-2552";2016-06-18;28361;SEG16
CTID29556054;"7168-9862-2659-8550";2016-03-08;17930;SEG21
CTID47923057;"5564-7149-9280-5472";2016-12-02;24170;SEG20
CTID64500517;"7583-5046-7750-5578";2016-07-26;48669;SEG24
CTID59571587;"3525-9763-6876-7431";2016-04-08;29415;SEG19
CTID41155367;"5160-8427-6529-3274";2016-02-08;10442;SEG18
CTID75457947;"4037-7862-8119-1361";2016-04-15;2255;SEG22
CTID56294299;"6071-3874-2856-8755";2016-09-14;36821;SEG19
CTID98110139;"3170-4662-9297-6384";2016-09-12;37164;SEG19
CTID93215316;"8528-6154-7390-5081";2016-06-02;7784;SEG12
CTID74514941;"5088-4839-2639-6414";2016-05-25;44160;SEG20
CTID66784074;"3458-8126-3660-8686";2016-09-05;47730;SEG18
CTID60373943;"6244-6800-1680-7174";2016-03-12;8574;SEG21
CTID92196581;"6258-3903-6637-5620";2016-03-15;27820;SEG13
CTID62529733;"3440-3330-5015-4988";2016-03-22;5693;SEG11
CTID44961531;"2271-9253-1553-2843";2016-04-03;27838;SEG22
CTID33746121;"1159-7886-1385-5540";2016-07-07;47937;SEG21
CTID88399374;"5747-7372-2770-2325";2016-08-17;423;SEG13
CTID76408985;"8031-9022-9952-9605";2016-03-09;12195;SEG17
CTID75925279;"4427-5380-8182-9668";2016-07-22;5319;SEG13
CTID74022296;"8793-4049-9771-8176";2016-10-28;40807;SEG20
CTID91510493;"7633-7985-2079-2990";2016-07-26;13581;SEG16
CTID46803209;"6429-7684-3108-1910";2016-09-28;17948;SEG23
CTID43819884;"7633-7985-2079-2990";2016-06-16;42363;SEG20
CTID93433151;"1466-1600-9312-7604";2016-06-23;18636;SEG23
CTID69109595;"2524-4184-5908-6750";2016-01-24;6044;SEG19
CTID29217122;"6319-3749-2944-6015";2016-03-01;5701;SEG23
CTID33862873;"9083-6711-4313-1181";2016-10-03;22822;SEG23
CTID96262543;"8159-1257-4706-7544";2016-06-27;46975;SEG19
CTID28575302;"7141-7294-3956-4408";2016-06-09;9103;SEG20
CTID33651464;"2158-2612-7934-6228";2016-02-24;24816;SEG15
CTID59915643;"6085-9783-3284-2783";2016-03-02;21409;SEG13
CTID27524385;"3323-8332-7133-7008";2016-08-11;18475;SEG18
CTID23413393;"1438-6906-2509-8219";2016-10-30;17329;SEG22
CTID73007648;"5145-7864-6575-8768";2016-12-03;39919;SEG20
CTID84086193;"2595-8621-2855-9119";2016-02-27;47701;SEG22
CTID31488542;"4679-5406-6408-1233";2016-12-06;34342;SEG25
CTID72864508;"7697-2274-6431-6408";2016-11-01;47441;SEG12
CTID69510333;"7416-4529-6690-5703";2016-11-19;23762;SEG16
CTID66982790;"8509-8871-7296-2015";2016-01-21;26881;SEG18
CTID27045650;"2992-8127-2278-9771";2016-12-07;30407;SEG21
CTID58297753;"3545-8540-7402-9523";2016-07-12;47905;SEG15
CTID51297095;"7966-2894-6066-2530";2016-12-25;25026;SEG18
CTID43810604;"7199-6959-4688-2302";2016-02-16;32434;SEG19
CTID71542179;"9991-4727-7710-2269";2016-02-10;27512;SEG17
CTID71009456;"5447-4124-3337-6163";2016-05-20;713;SEG22
CTID68003691;"5619-4425-5473-6565";2016-11-01;15177;SEG12
CTID52718337;"8305-2272-4553-4911";2016-06-01;23269;SEG24
CTID40176742;"3544-7836-9589-7635";2016-09-06;49402;SEG11
CTID42805093;"6045-2636-8278-8875";2016-01-19;41760;SEG13
CTID22054124;"8870-2780-7399-5151";2016-04-11;44122;SEG24
CTID35315008;"7164-1323-2737-4112";2016-11-27;6762;SEG15
CTID62916543;"1616-5911-1676-5466";2016-01-25;8652;SEG12
CTID67474713;"8287-3054-9804-9342";2016-07-25;4982;SEG19
CTID30196088;"5349-1963-8417-8327";2016-04-13;36674;SEG24
CTID81485264;"8031-9022-9952-9605";2016-07-10;12819;SEG17
CTID78619340;"4562-2665-7578-1931";2016-11-09;23343;SEG18
CTID69462090;"3323-8332-7133-7008";2016-02-08;25098;SEG15
CTID16566152;"5695-2379-4433-2485";2016-10-05;21117;SEG16
CTID97226219;"5978-8449-1139-4565";2016-02-07;13169;SEG17
CTID24773824;"4937-6752-6970-3163";2016-12-11;18253;SEG12
CTID32665165;"5619-4425-5473-6565";2016-01-22;35036;SEG14
CTID55298753;"8321-8463-7644-8934";2016-08-29;1663;SEG20
CTID85541585;"1750-2387-4085-7042";2016-07-21;4353;SEG19
CTID80880958;"4246-1369-3659-8804";2016-04-20;19259;SEG17
CTID48287196;"4294-8894-4829-7801";2016-07-14;32173;SEG20
CTID50243883;"6171-3568-7740-8072";2016-03-29;37523;SEG22
CTID90691871;"5587-7265-8118-7718";2016-03-28;46987;SEG19
CTID91123130;"9933-8699-5268-4345";2016-03-01;5022;SEG24
CTID13957921;"9842-5558-3255-3410";2016-11-17;21112;SEG24
CTID23745162;"3545-8540-7402-9523";2016-01-19;31979;SEG14
CTID39075479;"3545-8540-7402-9523";2016-03-22;27879;SEG18
CTID13782406;"4338-7681-3950-6850";2016-01-22;22167;SEG12
CTID26948829;"5616-5526-4836-1962";2016-06-13;23966;SEG16
CTID97912211;"8305-2272-4553-4911";2016-09-29;9062;SEG13
CTID27654904;"7212-8665-7734-5918";2016-05-03;14241;SEG13
CTID21035413;"3226-1711-7076-2949";2016-03-10;15908;SEG17
CTID76484520;"2949-1972-1300-6680";2016-01-23;31607;SEG20
CTID15294451;"6785-6309-6247-3002";2016-12-20;15525;SEG11
CTID29332569;"8706-3809-5167-3899";2016-04-04;39452;SEG21
CTID19719795;"9304-4488-7872-2868";2016-02-19;16389;SEG23
CTID89739091;"5563-4162-6828-9835";2016-08-06;49603;SEG20
CTID60161733;"7815-5255-1963-9464";2016-05-12;2355;SEG20
CTID45380171;"2088-6665-3327-6898";2016-03-29;7267;SEG16
CTID91611713;"2911-7555-3093-9231";2016-11-08;40923;SEG22
CTID96983036;"6239-8641-8524-9441";2016-05-29;11900;SEG17
CTID56086284;"8870-2780-7399-5151";2016-04-10;40485;SEG22
CTID53750947;"6697-9358-9213-4896";2016-04-20;41515;SEG16
CTID50047378;"1683-2865-3396-4925";2016-05-11;23126;SEG15
CTID44037145;"4046-1968-8375-3680";2016-04-26;18029;SEG17
CTID48444581;"8321-8463-7644-8934";2016-08-03;24063;SEG23
CTID72823105;"5811-4353-3490-5513";2016-09-12;21466;SEG12
CTID93189435;"7306-7457-8875-3211";2016-03-14;34521;SEG21
CTID17725294;"9546-5205-4705-9447";2016-02-14;37143;SEG21
CTID55944262;"5341-5445-8369-7039";2016-11-20;37932;SEG12
CTID78059438;"7752-7762-8832-3142";2016-12-17;33096;SEG22
CTID36707692;"7908-2695-7391-7499";2016-06-27;27729;SEG24
CTID47833064;"1616-5911-1676-5466";2016-04-12;21670;SEG19
CTID44245245;"1817-8543-9660-4802";2016-08-16;9195;SEG21
CTID94643275;"6575-1457-7757-9141";2016-08-01;1110;SEG20
CTID90831767;"4310-3710-6743-6385";2016-03-31;36821;SEG14
CTID96645447;"9497-8994-1281-9719";2016-04-08;44189;SEG15
CTID31242648;"1947-8602-1695-7503";2016-10-13;13208;SEG14
CTID32855325;"8691-3939-1859-5937";2016-09-06;44587;SEG17
CTID13568098;"7234-6377-8525-5139";2016-01-30;777;SEG11
CTID19156724;"4679-5406-6408-1233";2016-10-08;14479;SEG17
CTID26215441;"7966-2894-6066-2530";2016-01-09;20516;SEG23
CTID97917938;"9999-3058-2698-4238";2016-07-11;4276;SEG14
CTID84288217;"8486-4186-7122-3452";2016-10-28;10030;SEG24
CTID86476055;"1559-8764-1659-4317";2016-10-16;4515;SEG16
CTID65032130;"9322-7578-8781-2684";2016-07-24;42626;SEG16
CTID56947818;"8793-4049-9771-8176";2016-10-28;26824;SEG12
CTID23428751;"6171-3568-7740-8072";2016-02-13;48517;SEG15
CTID34004800;"3545-8540-7402-9523";2016-08-05;16785;SEG18
CTID17269628;"9138-8487-6675-4521";2016-03-08;40427;SEG16
CTID78778770;"7047-9622-9693-9968";2016-04-22;19431;SEG13
CTID28649963;"5316-4617-7300-3260";2016-04-21;41551;SEG19
CTID34652245;"5778-9566-9086-7555";2016-11-21;6366;SEG12
CTID68871408;"7382-8932-9683-9480";2016-01-09;5116;SEG14
CTID94309501;"5574-7647-1844-5316";2016-04-27;24176;SEG17
CTID74894077;"9369-6196-2597-1730";2016-12-26;43903;SEG14
CTID93475843;"9074-3311-4009-9836";2016-08-06;21373;SEG23
CTID68254021;"9558-5469-2562-5608";2016-08-23;46952;SEG20
CTID41458444;"7583-5046-7750-5578";2016-07-02;12010;SEG15
CTID63165656;"4819-6940-5506-8061";2016-04-20;34076;SEG23
CTID76242917;"2271-9253-1553-2843";2016-11-27;4801;SEG25
CTID20775421;"9621-6787-7890-7470";2016-05-30;42143;SEG20
CTID25396851;"1481-2536-2178-7547";2016-10-13;25589;SEG11
CTID69920378;"4803-9564-9708-3189";2016-01-09;6751;SEG15
CTID42896538;"6085-9783-3284-2783";2016-08-29;39393;SEG20
CTID36654944;"1536-9786-1960-7400";2016-06-04;17755;SEG25
CTID40460153;"5750-8229-8026-8893";2016-05-10;14698;SEG14
CTID15317686;"7815-2405-2962-6053";2016-07-23;15575;SEG14
CTID80238260;"7017-9570-4103-5076";2016-02-14;10874;SEG16
CTID65945550;"7306-7457-8875-3211";2016-04-04;37336;SEG23
CTID38524239;"4933-8895-6001-8577";2016-11-28;22247;SEG16
CTID54286875;"7815-5255-1963-9464";2016-03-16;21472;SEG15
CTID75165856;"3362-7342-4639-8164";2016-07-08;35371;SEG20
CTID34804894;"3525-9763-6876-7431";2016-09-22;42321;SEG12
CTID33898276;"7558-5459-8235-5737";2016-01-23;22161;SEG12
CTID34542590;"7752-7762-8832-3142";2016-01-15;8832;SEG15
CTID61037661;"2568-8047-9427-1704";2016-07-28;18911;SEG17
CTID55881626;"8088-9431-7201-2877";2016-01-21;27459;SEG20
CTID51952999;"4203-2936-4855-8802";2016-05-28;40048;SEG19
CTID42402512;"7815-7711-6866-1320";2016-08-27;10276;SEG20
CTID52637852;"2388-1652-4326-6035";2016-02-24;9560;SEG18
CTID73155992;"1655-7617-4318-5963";2016-10-15;10865;SEG18
CTID97546218;"2535-9251-5633-3656";2016-11-06;8109;SEG16
CTID75574886;"2949-1972-1300-6680";2016-04-22;36003;SEG22
CTID16510316;"9961-2869-2603-3317";2016-11-14;47173;SEG18
CTID13139369;"4864-7119-5608-7611";2016-04-17;9350;SEG18
CTID64735798;"1683-2865-3396-4925";2016-06-17;26106;SEG15
CTID24173920;"7416-4529-6690-5703";2016-06-02;13577;SEG25
CTID43186238;"5590-1294-8800-2874";2016-03-11;10581;SEG17
CTID90559886;"4803-9564-9708-3189";2016-10-22;38868;SEG17
CTID96644736;"3380-5311-6073-9478";2016-11-23;12237;SEG11
CTID51038753;"2640-5294-8252-8817";2016-10-28;23905;SEG13
CTID76237235;"9310-6095-5617-9905";2016-06-15;38051;SEG22
CTID18435477;"7211-2168-9731-5466";2016-04-25;16604;SEG23
CTID92773426;"8135-1903-7706-2260";2016-10-09;10755;SEG20
CTID84006805;"5384-8278-5616-5502";2016-12-07;5981;SEG12
CTID40133206;"4265-2692-1676-5635";2016-11-28;3924;SEG16
CTID29782564;"6699-2639-4522-6219";2016-04-24;25465;SEG13
CTID34780687;"4092-8604-7363-3393";2016-03-29;28955;SEG15
CTID94142201;"8869-7604-9618-3740";2016-10-09;7163;SEG25
CTID35259663;"3196-5064-6247-7113";2016-07-19;24325;SEG13
CTID37808399;"9546-5205-4705-9447";2016-04-09;43152;SEG18
CTID73428007;"7164-1323-2737-4112";2016-10-12;39617;SEG11
CTID76269537;"5018-8635-8433-6614";2016-03-18;5448;SEG24
CTID36248261;"4784-5120-3581-6184";2016-12-07;14161;SEG19
CTID97181274;"3991-7326-9292-2844";2016-11-20;17116;SEG15
CTID14566895;"4610-9984-7768-4610";2016-07-30;41603;SEG12
CTID88515290;"1175-3754-1370-5515";2016-06-13;14543;SEG13
CTID97345825;"9425-1481-6545-6190";2016-10-23;20111;SEG11
CTID90623511;"9558-5469-2562-5608";2016-03-02;3426;SEG11
CTID54820488;"4963-4850-8565-5494";2016-02-18;44531;SEG15
CTID68533049;"7334-1842-5941-2149";2016-10-26;24640;SEG23
CTID60339070;"6479-5593-2105-9060";2016-04-30;45201;SEG21
CTID55518068;"3697-6001-4909-5350";2016-11-05;49765;SEG21
CTID82423889;"7306-7457-8875-3211";2016-03-03;15224;SEG12
CTID59030417;"6399-9536-6027-1857";2016-05-16;12881;SEG18
CTID27263141;"6015-9255-9994-6771";2016-05-13;42257;SEG18
CTID22570011;"4203-2936-4855-8802";2016-09-05;11959;SEG15
CTID20180964;"2517-1247-3682-9050";2016-08-03;11660;SEG20
CTID30827025;"7326-9558-4788-5128";2016-05-13;49061;SEG15
CTID27726874;"8582-2422-3251-5767";2016-11-08;38362;SEG21
CTID27053034;"2349-2290-6329-3624";2016-07-04;10008;SEG18
CTID35887145;"3748-8048-5227-8162";2016-12-28;18977;SEG11
CTID60478240;"5564-7149-9280-5472";2016-10-30;32295;SEG17
CTID24123318;"2370-4593-4826-2349";2016-09-19;45499;SEG14
CTID20993681;"9946-6939-3033-9593";2016-12-20;9229;SEG23
CTID73955231;"6765-2732-8888-1318";2016-09-16;33450;SEG12
CTID16343141;"7290-4771-9163-1291";2016-02-28;15120;SEG23
CTID85925485;"3458-8126-3660-8686";2016-08-15;14489;SEG24
CTID47523579;"3168-6552-9936-1500";2016-06-06;38889;SEG18
CTID59922099;"9558-5469-2562-5608";2016-08-10;14215;SEG22
CTID85485380;"5564-7149-9280-5472";2016-12-29;4258;SEG17
CTID45994533;"5978-8449-1139-4565";2016-08-17;45696;SEG19
CTID98297266;"3697-6001-4909-5350";2016-06-04;27875;SEG18
CTID84069810;"2370-4593-4826-2349";2016-12-01;31754;SEG12
CTID90072072;"9458-1130-5333-6475";2016-10-15;20967;SEG22
CTID11703982;"7815-7711-6866-1320";2016-10-30;48044;SEG18
CTID48226413;"1350-6303-6190-5958";2016-09-14;23250;SEG14
CTID22124200;"8177-5533-1183-4063";2016-03-26;15445;SEG14
CTID91206196;"8883-9569-6241-3952";2016-10-08;2235;SEG13
CTID71610224;"7199-6959-4688-2302";2016-04-25;41874;SEG13
CTID76623713;"3652-5528-4808-8216";2016-10-28;28063;SEG13
CTID35308453;"4310-3710-6743-6385";2016-09-14;37540;SEG13
CTID40298904;"9933-8699-5268-4345";2016-06-01;31090;SEG21
CTID23088232;"1661-3809-5334-2155";2016-08-12;47490;SEG15
CTID23896213;"9779-2601-5260-2896";2016-03-14;42545;SEG21
CTID70839902;"8249-2687-5339-2078";2016-11-13;37880;SEG25
CTID74548166;"8135-1903-7706-2260";2016-11-05;9482;SEG18
CTID52628829;"5894-8042-7318-9450";2016-05-10;5014;SEG19
CTID24440919;"8341-5263-4582-7396";2016-07-25;30739;SEG24
CTID31707747;"7697-2274-6431-6408";2016-01-19;49188;SEG12
CTID46714649;"3914-1379-8974-9157";2016-07-23;18216;SEG15
CTID40074611;"7726-3678-8092-6414";2016-10-13;7201;SEG14
CTID75732170;"4959-5036-1379-1303";2016-01-06;21642;SEG25
CTID65953579;"5689-2440-9593-1931";2016-07-04;38353;SEG16
CTID44782649;"8287-3054-9804-9342";2016-03-02;43511;SEG25
CTID64545457;"8066-8437-2479-2481";2016-07-18;47609;SEG23
CTID63678397;"7326-9558-4788-5128";2016-11-21;23364;SEG25
CTID15580252;"5590-1294-8800-2874";2016-01-10;32978;SEG12
CTID18319838;"1235-8656-9164-2644";2016-09-11;7323;SEG12
CTID80500407;"3525-9763-6876-7431";2016-01-06;9214;SEG24
CTID13575112;"7214-4915-6387-5429";2016-09-07;29283;SEG21
CTID74204305;"7767-7920-7733-4210";2016-01-31;35406;SEG13
CTID51329823;"7334-1842-5941-2149";2016-08-14;27913;SEG11
CTID22910167;"8904-2491-3727-6958";2016-09-09;23401;SEG17
CTID63195033;"7017-9570-4103-5076";2016-01-20;10799;SEG22
CTID83060809;"6075-5795-3555-1281";2016-04-14;19627;SEG25
CTID35092255;"2764-7023-8396-5255";2016-11-21;42549;SEG14
CTID87913429;"5786-2204-6101-1373";2016-10-12;42005;SEG18
CTID77123825;"3313-4024-5109-8235";2016-04-11;38028;SEG14
